key,ability,ability_name,description,tooltip,maxrank,cooldown,cost,maxammo,range
20,W,Biggest Snowball Ever!,Willump creates a snowball that grows in size and speed as he rolls it.  The snowball damages and knocks up enemies.,"Nunu and Willump create a snowball that grows in size and speed as they roll it. They turn slower while rolling it, but can increase turning speed by holding the turn.<br /><br />The snowball does between <magicDamage>{{ noimpactsnowballdamage }}</magicDamage> and <magicDamage>{{ maximumsnowballdamage }} magic damage</magicDamage>, and <status>Knocks Up</status> for between {{ baseknockupduration }} and {{ maximumstunduration }} seconds when it collides with a champion, large monster or wall. These values scale up with distance rolled.<br /><br />Nunu and Willump can <recast>Recast</recast> to let the snowball go early.",5,14_14_14_14_14,50_55_60_65_70,-1,7500
20,E,Snowball Barrage,"Nunu throws multiple snowballs that damage enemies.  When he's finished, Willump roots any champions or large monsters that were hit by a snowball.","Nunu throws three snowballs, dealing a total of <magicDamage>{{ totalsnowballdamage }} magic damage</magicDamage> per snowball and <status>Slowing</status> enemies hit by all three by {{ slowamount*-100 }}% for {{ slowduration }} seconds. Nunu can <recast>Recast</recast> this up to twice more.<br /><br />After {{ totalspellduration }} seconds, Nunu <status>Roots</status> all nearby enemies that had been <status>Slowed</status> by the snowballs for {{ rootduration }} seconds and deals an additional <magicDamage>{{ totalrootdamage }} magic damage</magicDamage>.",5,14_14_14_14_14,50_55_60_65_70,-1,625
20,R,Absolute Zero,Nunu & Willump create a powerful blizzard in an area that slows enemies and deals massive damage at the end.,"Nunu and Willump channel a powerful blizzard for up to {{ channelduration }} seconds. Enemies inside are <status>Slowed</status> by {{ slowstartamount*-100 }}%, increasing to {{ maxslowamount*-100 }}% over the duration. Nunu and Willump also gain <shield>{{ totalshieldamount }} Shield</shield> for the duration before decaying over {{ shielddecayduration }} seconds afterwards.<br /><br />When the blizzard ends, it detonates, dealing between <magicDamage>{{ mindamage }}</magicDamage> and <magicDamage>{{ maximumdamage }} magic damage</magicDamage> based on channel time. Nunu and Willump can <recast>Recast</recast> to end the blizzard early.",3,110_100_90,100_100_100,-1,650
2,Q,Undertow,"Olaf throws an axe into the ground at a target location, dealing damage to enemies it passes through and slowing their Move Speed. If Olaf picks up the axe, the ability's cooldown is reduced by 4.5 seconds.","Olaf throws an axe, dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> and <status>Slowing</status> by {{ e2 }}% for between {{ e4 }} and {{ e3 }} seconds, based on distance travelled.<br /><br />If Olaf picks up the axe, this Ability's Cooldown is reduced by 4.5 seconds.",5,7_7_7_7_7,60_60_60_60_60,-1,1000
2,W,Vicious Strikes,"Olaf's Attack Speed is increased, he gains Life Steal and has increased healing from all sources based on how much Health he is missing.","For {{ duration }} seconds, Olaf gains <lifeSteal>{{ lifesteal*100 }}% Life Steal</lifeSteal>, <attackSpeed>{{ attackspeed*100 }}% Attack Speed</attackSpeed>, and increases healing received by up to <healing>{{ healingampmax*100 }}% (based on missing Health)</healing>.",5,16_16_16_16_16,30_30_30_30_30,-1,700
2,E,Reckless Swing,"Olaf attacks with such force that it deals true damage to his target and himself, refunding the Health cost if he destroys the target.","Olaf ferociously swings his axes, dealing <trueDamage>{{ totaldamage }} true damage</trueDamage>. If the enemy dies, the cost is refunded.<br /><br />Attacks lower the Cooldown of this Ability by 1 second.",5,11_10_9_8_7,0_0_0_0_0,-1,325
2,R,Ragnarok,Olaf temporarily becomes immune to disables.,"<spellPassive>Passive: </spellPassive>Olaf gains <scaleArmor>{{ resists }} Armor</scaleArmor> and <scaleMR>{{ resists }} Magic Resist</scaleMR>.<br /><br /><spellActive>Active: </spellActive>Olaf ends all <status>Immobilizing</status> and <status>Disabling</status> effects on himself and can't be affected by them for the next {{ duration }} seconds. While active, Olaf loses this Ability's <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> and instead gains <scaleAD>{{ ad }} Attack Damage</scaleAD>. Olaf also gains <speed>{{ haste*100 }}% Move Speed</speed> towards enemy champions for {{ hasteduration }} second.",3,100_90_80,0_0_0,-1,400
61,Q,Command: Attack,"Orianna commands her Ball to fire toward a target location, dealing magic damage to targets along the way (deals less damage to subsequent targets). Her Ball remains at the target location after.","Orianna commands her <keywordMajor>Ball</keywordMajor> to move to an area, dealing <magicDamage>{{ totaldamagetooltip }} magic damage</magicDamage> to surrounding enemies and to enemies it passes through. Deals {{ e2 }}% less damage per enemy hit.",5,6_5.25_4.5_3.75_3,30_35_40_45_50,-1,815
61,W,Command: Dissonance,"Orianna commands her Ball to release a pulse of energy, dealing magic damage around it. This leaves a field behind that speeds up allies and slows enemies.","Orianna commands her <keywordMajor>Ball</keywordMajor> to release an electric pulse, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage> to surrounding enemies.<br /><br />The pulse leaves behind an energy field for {{ fieldduration }} seconds, <status>Slowing</status> enemies by {{ slowamount*100 }}% and granting allies <speed>{{ hasteamount*100 }}% Move Speed</speed>, decaying over {{ slowandhasteduration }} seconds.",5,7_7_7_7_7,70_80_90_100_110,-1,255
61,E,Command: Protect,"Orianna commands her Ball to attach to an allied champion, Shielding them and dealing magic damage to any enemies it passes through on the way. Additionally, the Ball grants additional Armor and Magic Resist to the champion it is attached to.","<spellPassive>Passive: </spellPassive>The <keywordMajor>Ball</keywordMajor> adds <scaleArmor>{{ e2 }} Armor</scaleArmor> and <scaleMR>{{ e2 }} Magic Resist</scaleMR> to the allied champion it is attached to.<br /><br /><spellActive>Active: </spellActive>Orianna commands her <keywordMajor>Ball</keywordMajor> to attach to an allied champion, granting them <shield>{{ totalshieldtooltip }} Shield</shield> for {{ e5 }} seconds. Enemies the <keywordMajor>Ball</keywordMajor> passes through take <magicDamage>{{ totaldamagetooltip }} magic damage</magicDamage>.",5,9_9_9_9_9,60_60_60_60_60,-1,1095
61,R,Command: Shockwave,"Orianna commands her Ball to unleash a shockwave, dealing magic damage and launching nearby enemies towards the Ball after a short delay.","Orianna commands her <keywordMajor>Ball</keywordMajor> to unleash a shockwave, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage> to nearby enemies and <status>Knocking</status> them in the direction of the <keywordMajor>Ball</keywordMajor>.",3,110_95_80,100_100_100,-1,410
516,Q,Volcanic Rupture,"Ornn slams the ground, sending out a fissure dealing damage and slowing enemies hit. After a small delay, a magma pillar forms at the end location.","Ornn slams the ground, creating a fissure dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> and <status>Slowing</status> by {{ e5 }}% for {{ e6 }} seconds. A pillar of rock forms at the fissure's end for {{ e3 }} seconds. ",5,9_8.5_8_7.5_7,45_45_45_45_45,-1,800
516,W,Bellows Breath,"Ornn advances, breathing fire. Enemies hit by the final gout of flame become Brittle.","Ornn stomps forward Unstoppably while breathing fire, dealing <magicDamage>{{ maxpercenthpperticktooltip }}% max Health magic damage</magicDamage> over {{ breathduration }} seconds. Enemies hit by the final bout of flame become <keywordMajor>Brittle</keywordMajor> for {{ brittleduration }} seconds.<br /><br /><status>Immobilizing</status> effects on <keywordMajor>Brittle</keywordMajor> targets have their duration increased by 30% and deal an additional <magicDamage>{{ brittlepercentmaxhpcalc }} max Health magic damage</magicDamage>. Ornn's Attacks against <keywordMajor>Brittle</keywordMajor> targets <status>Knock</status> them <status>Back</status>, dealing the additional damage.",5,12_11.5_11_10.5_10,45_50_55_60_65,-1,25000
516,E,Searing Charge,"Ornn charges, dealing damage to enemies he passes through. If Ornn collides with terrain while charging, the impact creates a shockwave around him which deals damage and knocks up enemies.","Ornn charges, dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage>. If Ornn rams into terrain, he creates a shockwave that <status>Knocks Up</status> enemies for {{ knockupduration }} seconds and applies the same damage to those not hit by the charge.<br /><br />Ornn's charge destroys magma pillars and terrain created by enemies.",5,16_15_14_13_12,35_40_45_50_55,-1,450
516,R,Call of the Forge God,"Ornn summons a massive elemental at a location which travels toward him with increasing speed. Enemies run over by the elemental take damage, are slowed and are made Brittle. Ornn can recast the ability to charge into the elemental, redirecting it in the direction he hits it, causing the elemental to affect any enemies it runs over to be knocked up, dealing the same damage and re-applying Brittle.","Ornn summons a massive lava elemental, which stampedes towards him, dealing <magicDamage>{{ rdamagecalc }} magic damage</magicDamage>, and applying <keywordMajor>Brittle</keywordMajor> for {{ brittledurationtooltiponly }} seconds. The elemental also <status>Slows</status> by up to {{ rslowpercentbasepremath }}% based on distance traveled.<br /><br />Ornn can <recast>Recast</recast> to dash with a headbutt. If he dashes into the elemental, he redirects and empowers it, causing it to <status>Knock Up</status> the first champion for {{ rstunduration }} second and subsequent champions for {{ minstun }} seconds. The elemental also deals <magicDamage>{{ rdamagecalc }} magic damage</magicDamage> and reapplies <keywordMajor>Brittle</keywordMajor>.",3,140_120_100,100_100_100,-1,2500
80,Q,Comet Spear,Pantheon either thrusts his spear or throws his spear in the chosen direction.,"<span class=""colorFF8C00"">Tap:</span> Pantheon thrusts his spear, dealing <physicalDamage>{{ tapdamagecalc }} physical damage</physicalDamage> to enemies hit. Refunds {{ tapcooldownrefund*100 }}% of this Ability's Cooldown.<br /><br /><span class=""colorFF8C00"">Hold:</span> Pantheon hurls his spear, dealing <physicalDamage>{{ holddamagecalc }} physical damage</physicalDamage> to the first enemy hit and {{ damagefalloff*100 }}% less to further targets. <br /><br />This Ability critically strikes enemies below {{ crithealththreshold*100 }}% health for <physicalDamage>{{ executedamagecalcmodified }} physical damage</physicalDamage> instead.<br /><br /><span class=""colorEDDA74"">Mortal Will Bonus:</span> Deals an additional <physicalDamage>{{ empowereddamagecalc }} physical damage</physicalDamage>.",5,13_11.75_10.5_9.25_8,30_30_30_30_30,-1,575
80,W,Shield Vault,"Pantheon dashes to a target, damaging and stunning them.","Pantheon leaps on his target, <status>Stunning</status> for {{ stunduration }} second and dealing <physicalDamage>{{ damagecalc }} physical damage</physicalDamage>.<br /><br /><keywordMajor>Mortal Will Bonus:</keywordMajor> Pantheon's next Attack strikes {{ empowerednumhits }} times, dealing a total of <physicalDamage>{{ empowereddamagemultcalcmodified }} physical damage</physicalDamage>.",5,13_12_11_10_9,55_55_55_55_55,-1,600
80,E,Aegis Assault,"Pantheon sets his shield, becoming invulnerable to damage from the front and striking repeatedly with his spear.","Pantheon braces his shield and engages enemies in a chosen direction for {{ shieldduration }} seconds, becoming immune to non-tower damage from that direction and dealing <physicalDamage>{{ damagecalc }} physical damage</physicalDamage> over the duration. After channeling Pantheon slams with his shield, dealing <physicalDamage>{{ shielddamagecalc }} physical damage</physicalDamage>.<br /><br /><span class=""colorEDDA74"">Mortal Will Bonus:</span> When Pantheon slams his shield he gains <speed>{{ speedamount*100 }}% Move Speed</speed> for {{ speedduration }} seconds. <br />",5,22_20.5_19_17.5_16,80_80_80_80_80,-1,400
80,R,Grand Starfall,"Pantheon composes himself and then leaps into the air, landing at a chosen location as a comet.","<spellPassive>Passive:</spellPassive> Pantheon gains {{ armorpenetration*100 }}% Armor Penetration.<br /><br /><spellActive>Active:</spellActive> Pantheon gathers his strength to leap high into the air. He throws his spear from above which in a small area deals <physicalDamage>{{ spell.pantheonq:tapdamagecalc }} physical damage</physicalDamage> and <status>Slows</status> by {{ spearslow*100 }}% for {{ spearslowduration }} seconds. <br /><br />Pantheon then crashes down as a meteor at the target area. Deals up to <magicDamage>{{ damagecalc }} magic damage</magicDamage> to enemies in a line (decreased by up to {{ edgedamagereduction*100 }}% at the edges of the area).<br /><br />This Ability instantly readies <span class=""colorEDDA74"">Mortal Will</span>.",3,180_165_150,100_100_100,-1,5500
78,Q,Hammer Shock,"Poppy swings her hammer, dealing damage and creating a zone that will slow enemies and explode after a delay.","Poppy smashes the ground, dealing <physicalDamage>{{ basedamage }}</physicalDamage> plus <physicalDamage>{{ e5 }}% max Health physical damage</physicalDamage> and making the ground unstable. <br /><br />The unstable area <status>Slows</status> enemies by {{ e3 }}% and erupts after {{ e4 }} second, dealing <physicalDamage>{{ basedamage }}</physicalDamage> plus <physicalDamage>{{ e5 }}% max Health physical damage</physicalDamage> again.",5,8_7_6_5_4,35_40_45_50_55,-1,430
78,W,Steadfast Presence,"Poppy passively gains Armor and Magic Resist. This bonus increases when she is low on Health. Poppy can activate Steadfast Presence to gain movement speed and stop enemy dashes around her. If a dash is stopped, the enemy is slowed and grounded.",<spellPassive>Passive:</spellPassive> Poppy gains <scaleArmor>{{ bonusarmor }} Armor</scaleArmor> and <scaleMR>{{ bonusmr }} Magic Resist</scaleMR>. This bonus is doubled if Poppy is below {{ passiveempoweredhealthpercent*100 }}% Health.<br /><br /><spellActive>Active:</spellActive> Poppy gains <speed>{{ e2 }}% Move Speed</speed> and projects a field around her for {{ e1 }} seconds that stops enemy dashes. Enemies who are stopped by the field are <status>Grounded</status> and <status>Slowed</status> by {{ slowamount*-100 }}% for {{ groundingduration }} seconds and take <magicDamage>{{ interruptdamage }} magic damage</magicDamage>.,5,24_22_20_18_16,50_50_50_50_50,-1,400
78,E,Heroic Charge,"Poppy dashes to the target and pushes it back. If the target is pushed into a wall, it is stunned.","Poppy tackles an enemy, dealing <physicalDamage>{{ tackledamage }} physical damage</physicalDamage> and carrying them forward. If Poppy tackles them into terrain, the enemy is <status>Stunned</status> for {{ e3 }} seconds and take an additional <physicalDamage>{{ tackledamage }} physical damage</physicalDamage>.",5,14_13_12_11_10,70_70_70_70_70,-1,475
78,R,Keeper's Verdict,Poppy channels a hammer strike that knocks enemies very far away.,"<charge>Begin Casting:</charge> Poppy begins charging her hammer for up to {{ channelmaxduration }} seconds, <status>Slowing</status> herself by {{ selfslow }}%.<br /><br /><release>Release:</release> Poppy smashes the ground, creating a shockwave that deals <physicalDamage>{{ damage }} physical damage</physicalDamage> to the first champion hit and surrounding enemies, <status>Knocks</status> them <status>Back</status> towards their Nexus, and makes them Untargetable while they fly. The range and <status>Knock Back</status> distance increase with charge duration.<br /><br />An uncharged swing deals <physicalDamage>{{ halfdamage }} physical damage</physicalDamage> and <status>Knocks Up</status> for {{ knockupdurationsnap }} seconds.",3,140_120_100,100_100_100,-1,500
555,Q,Bone Skewer,Pyke either stabs an enemy in front of him or pulls an enemy towards him.,"<tap>Tap:</tap> Pyke stabs, dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> to the first enemy hit, preferring champions.<br /><br /><hold>Hold: </hold>Pyke throws his harpoon, dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> to the first enemy hit and <status>Pulling</status> them towards him. They are then <status>Slowed</status> by 90% for 1 second.",5,10_9.5_9_8.5_8,50_55_60_65_70,-1,400
555,W,Ghostwater Dive,Pyke enters Camouflage and gains significant movement speed that decays over time.,Pyke gains <keywordStealth>Camouflage</keywordStealth> and <speed>{{ movespeed }}% Move Speed</speed> decaying over {{ e0 }} seconds.,5,12_11.5_11_10.5_10,50_50_50_50_50,-1,600
555,E,Phantom Undertow,"Pyke dashes and leaves behind a phantom that will return to him, stunning enemy champions along its path.","Pyke dashes, leaving a drowned phantom behind him that returns to him shortly. The phantom <status>Stuns</status> for {{ stunduration }} seconds and deals <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> to champions.",5,15_14_13_12_11,40_40_40_40_40,-1,550
555,R,Death From Below,"Pyke blinks to and executes low health enemies, allowing him to cast this spell again and granting additional gold to an ally who assists.","Pyke strikes all enemy champions in an X, teleporting to and executing targets below {{ rdamage }} Health. Champions above the threshold and non-champions instead take <physicalDamage>{{ reduceddamagefinal }} physical damage</physicalDamage>. <br /><br />When an enemy champions dies inside the X, they grant the kill gold to both Pyke and an assisting ally and Pyke can <recast>Recast</recast> this Ability for free within {{ rrecastduration }} seconds.",3,120_100_80,100_100_100,-1,750
246,Q,Elemental Wrath / Edge of Ixtal,"Qiyana swings her weapon, dealing damage with a bonus effect based on her element.","If Qiyana does not have an <keywordMajor>Enchantment</keywordMajor>, she slashes, dealing <physicalDamage>{{ vanilladamage }} physical damage</physicalDamage> to enemies in a small area. If she does, this Ability gains extra range and an additional effect based on the type of <keywordMajor>Enchantment</keywordMajor>:<li><keywordMajor>Ice Enchantment</keywordMajor>: Briefly <status>Roots</status>, then <status>Slows</status> by {{ slowpotency*-100 }}% for {{ slowduration }} second.<li><keywordMajor>Rock Enchantment</keywordMajor>: Deals an additional <physicalDamage>{{ tremordamage }} physical damage</physicalDamage> to units below {{ critthreshold*100 }}% Health.<li><keywordMajor>Wild Enchantment</keywordMajor>: Leaves a trail that turns Qiyana <keywordStealth>Invisible</keywordStealth> and grants <speed>{{ haste*100 }}% Move Speed</speed>.<br />",5,7_7_7_7_7,35_35_35_35_35,0,525
246,W,Terrashape,Qiyana dashes to a location and enchants her weapon with an element. Her attacks and abilities deal bonus damage while her weapon is enchanted. ,"<spellPassive>Passive:</spellPassive> While Qiyana's weapon is <keywordMajor>Enchanted</keywordMajor>, she gains <attackSpeed>{{ attackspeed*100 }}% Attack Speed</attackSpeed> and her Attacks deal an additional <magicDamage>{{ onhitdamage }} magic damage</magicDamage>. She also gains <speed>{{ passivems*100 }}% Move Speed</speed> while out of combat near the corresponding terrain type.<br /><br /><spellActive>Active:</spellActive> Qiyana dashes towards a nearby brush, terrain, or river and <keywordMajor>Enchants</keywordMajor> her weapon with that particular terrain type. This refreshes <spellName>Elemental Wrath / Edge of Ixtal</spellName>'s Cooldown.",5,7_7_7_7_7,25_30_35_40_45,0,1100
246,E,Audacity,"Qiyana dashes to an enemy, damaging them.",Qiyana dashes through an enemy and deals <physicalDamage>{{ damage }} physical damage</physicalDamage> to them.,5,12_11_10_9_8,40_45_50_55_60,0,650
246,R,Supreme Display of Talent,"Qiyana sends out a shockwave that detonates whatever elements she hits with it, stunning and damaging nearby enemies.","Qiyana launches a shockwave that <status>Knocks Back</status> enemies and detonates when it hits terrain. The explosion follows the entire edge of the terrain, <status>Stunning</status> for between 0.5 and {{ stunduration }} seconds and dealing <physicalDamage>{{ damage }}</physicalDamage> plus <physicalDamage>{{ missinghealthdamagerock }} max Health physical damage</physicalDamage>. <status>Stun</status> duration scales down with distance the shockwave has travelled.<br /><br />Any river or brush the shockwave passes through also explode after a delay for the same damage and <status>Stun</status>.",3,120_120_120,100_100_100,0,950
133,Q,Blinding Assault,Quinn calls Valor to mark an enemy and hinder its vision before damaging all enemies in the immediate area.,"Quinn orders Valor to dive, making the first enemy hit <keywordMajor>Vulnerable</keywordMajor>, reducing their vision radius for {{ e3 }} seconds and dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> to all surrounding enemies.<br /><br />If the first enemy struck is not a champion, it is <status>Disarmed</status> for {{ e3 }} seconds.",5,11_10.5_10_9.5_9,50_55_60_65_70,-1,1025
133,W,Heightened Senses,Passively grants Quinn Attack Speed and Movement Speed after she attacks a <font color='#FFF673'>Vulnerable</font> target. Activate to have Valor reveal a large area nearby.,<spellPassive>Passive:</spellPassive> Attacking a <keywordMajor>Vulnerable</keywordMajor> target grants Quinn <attackSpeed>{{ e2 }}% Attack Speed</attackSpeed> and <speed>{{ e3 }}% Move Speed</speed> for {{ e1 }} seconds.<br /><br /><spellActive>Active:</spellActive> Valor reveals a large area nearby for {{ e5 }} seconds.,5,50_45_40_35_30,0_0_0_0_0,-1,2100
133,E,Vault,"Quinn dashes to an enemy, dealing physical damage and slowing the target's Movement Speed. Upon reaching the target, she leaps off the target, briefly interrupting it, and lands near her maximum Attack Range away from the target.","Quinn dashes to an enemy, dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> and marking them <keywordMajor>Vulnerable</keywordMajor>. Quinn then leaps backwards from the target, slightly <status>Knocking</status> them <status>Back</status> and <status>Slowing</status> them by {{ e1 }}%, decaying over {{ e3 }} seconds.",5,12_11_10_9_8,50_50_50_50_50,-1,675
133,R,Behind Enemy Lines,"Quinn and Valor team up to fly around at great speed.  Ending the ability casts Skystrike, which deals damage to nearby enemies and marks champions as Vulnerable.","Quinn calls to Valor, pairing up after channeling for 2 seconds gaining <speed>{{ movementspeedmod*100 }}% Move Speed</speed> and allowing her to <recast>Recast</recast> this Ability. Attacking or using <spellName>Blinding Assault</spellName> or <spellName>Vault</spellName> automatically <recast>Recasts</recast> this Ability.<br /><br /><recast>Recast</recast>: Quinn and Valor perform an aerial maneuver, dealing <physicalDamage>{{ damage }} physical damage</physicalDamage>, making champions as <keywordMajor>Vulnerable</keywordMajor>, and ending this Ability.",3,3_3_3,100_50_0,-1,700
497,Q,Gleaming Quill,Flings a magical feather that deals magic damage. Striking a champion or epic monster enables Rakan to heal his allies.,"Rakan flings a magical feather that deals <magicDamage>{{ totaldamagetooltip }} magic damage</magicDamage> to the first enemy hit.<br /><br />If the feather hits a champion or epic jungle monster, Rakan restores <healing>{{ totalhealtooltip }} Health</healing> to himself and nearby allies after {{ e4 }} seconds or when he touches an allied champion.",5,0_0_0_0_0,60_60_60_60_60,-1,850
497,W,Grand Entrance,"Dashes to a location, knocking up nearby enemies on arrival.","Rakan dashes, then spirals into the air, <status>Knocking Up</status> for {{ knockupduration }} second and dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage>.",5,18_16.5_15_13.5_12,50_60_70_80_90,-1,600
497,E,Battle Dance,Flies to an allied champion granting them a shield. Can be re-cast for free for a short duration.,"Rakan dashes to an allied champion, granting them <shield>{{ totalshieldtooltip }} Shield</shield> for {{ e3 }} seconds.<br /><br />Rakan can <recast>Recast</recast> this Ability once within {{ e2 }} seconds.",5,0_0_0_0_0,60_70_80_90_100,-1,650
497,R,The Quickness,"Gains movement speed, charming and dealing magic damage to enemies touched.",Rakan gains <speed>{{ e5 }}% Move Speed</speed> for {{ e2 }} seconds. Rakan deals <magicDamage>{{ totaldamagetooltip }} magic damage</magicDamage> and <status>Charms</status> enemies for {{ e3 }} second(s) the first time he touches them. The first champion touched grants Rakan <speed>{{ e6 }}% decaying Move Speed</speed>.,3,130_110_90,100_100_100,-1,150
33,Q,Powerball,"Rammus accelerates in a ball towards his enemies, dealing damage and slowing targets affected by the impact.","Rammus curls into a ball, gaining <speed>{{ minimummovespeed }} Move Speed</speed>, accelerating up to <speed>{{ maximummovespeed }} Move Speed</speed> over {{ e4 }} seconds. Rammus stops after colliding with an enemy, dealing <magicDamage>{{ powerballdamage }} magic damage</magicDamage>, <status>Knocking Back</status>, and <status>Slowing</status> nearby enemies by {{ e2 }}% for {{ e3 }} second.<br /><br /><recast>Recast</recast>: Rammus ends this Ability early.",5,16_13.5_11_8.5_6,60_60_60_60_60,-1,300
33,W,Defensive Ball Curl,"Rammus goes into a defensive formation, vastly increasing his Armor and Magic Resistance, amplifying Spiked Shells' damage, and returning damage to enemies that basic attack him, but he is also slowed during this time.","Rammus enters a defensive formation, gaining <scaleArmor>{{ bonusarmorcalc }} Armor</scaleArmor>, <scaleMR>{{ bonusmrcalc }} Magic Resist</scaleMR>, and <status>Slowing</status> himself by {{ e5 }}% for {{ e3 }} seconds. While active, <spellName>Spiked Shell's</spellName> damage is increased by {{ passivedamageampcalc }}% and also damages enemies that Attack Rammus.<br /><br />Rammus's Attacks increase the duration by {{ bonusdurationperauto }} seconds (max: {{ maxbonusduration }}).<br /><br /><recast>Recast</recast>: Rammus ends this Ability early.<br />",5,6_6_6_6_6,40_40_40_40_40,-1,300
33,E,Frenzying Taunt,"Rammus taunts an enemy champion or monster into a reckless assault against him. Additionally, he gains increased Attack Speed for a short time, but this bonus is extended by having any of his other spells active.",Rammus <status>Taunts</status> an enemy champion or jungle monster for {{ e1 }} seconds and gains <attackSpeed>{{ e2 }}% Attack Speed</attackSpeed> for {{ e1 }} seconds.,5,12_12_12_12_12,50_50_50_50_50,-1,325
33,R,Soaring Slam,"Rammus hops into the air and slams down at a target area, dealing magic damage and slowing enemies. If cast while Rammus is in Powerball, Rammus knocks up enemies near the center as well.","Rammus hops into the air and slams down in an area, dealing <magicDamage>{{ initialdamagecalc }} magic damage</magicDamage> and <status>Slowing</status> by {{ slowamount*100 }}% for {{ slowduration }} seconds. Enemies in the center take additional damage based on how far Rammus hopped (max: <magicDamage>{{ tooltipmaxdamagecalc }} magic damage</magicDamage>). If used during <spellName>Powerball</spellName>, enemies in the center are also <status>Knocked Up</status> for {{ knockupduration }} seconds.<br /><br />Rammus then creates {{ numberofpulses }} aftershocks in the area over {{ buffduration }} seconds, each dealing <magicDamage>{{ pulsedamagecalc }} magic damage</magicDamage> and stacking the <status>Slow</status> (max: {{ maxslow }}%).<br /><br />The range of this Ability is increased by Rammus's <speed>Move Speed</speed>.",3,110_95_80,100_100_100,-1,25000
421,Q,Queen's Wrath / Prey Seeker,"Rek'Sai's next 3 basic attacks deal bonus Physical Damage to nearby enemies.<br><br>While Burrowed, Rek'Sai launches a burst of void-charged earth that deals Physical Damage and reveals enemies hit.",<keywordMajor>Un-Burrowed</keywordMajor>: Rek'Sai's next 3 Attacks within {{ e7 }} seconds deal an additional <physicalDamage>{{ spell.reksaiq:totaldamagetooltip }} physical damage</physicalDamage> to nearby enemies.,5,4_4_4_4_4,0_0_0_0_0,-1,325
421,W,Burrow / Un-burrow,"Rek'Sai burrows into the ground, gaining new abilities and increased Movement Speed. Her vision range is reduced and she cannot use basic attacks.<br><br>While Burrowed, Rek'Sai may cast Un-burrow to knock up and damage nearby enemies.","<keywordMajor>Un-Burrowed:</keywordMajor> Rek'sai burrows into the ground, gaining access to new Abilities, and <speed>{{ spell.reksaiw:speedbonus }} Move Speed</speed>, but cannot Attack. She has reduced vision range, but nearby enemies that move and are otherwise unseen will have their positions revealed to Rek'sai and her allies.",5,4_4_4_4_4,0_0_0_0_0,-1,1650
421,E,Furious Bite / Tunnel,"Rek'Sai bites her target, dealing double and True Damage if she has max Fury.<br><br>While Burrowed, Rek'Sai creates a re-usable, long lasting tunnel. Enemies can destroy it by standing on top of either entrance.","<scaleAD>Un-Burrowed:</scaleAD> Rek'Sai bites a target, dealing <physicalDamage>{{ spell.reksaie:basedamagetooltip }} physical damage</physicalDamage>. At max <keywordMajor>Fury</keywordMajor>, the bite deals <trueDamage>{{ spell.reksaie:empowereddamagetooltip }} true damage</trueDamage> instead.",5,12_12_12_12_12,0_0_0_0_0,-1,250
421,R,Void Rush,Rek'sai passively marks targets by damaging them. She can activate this ability to become briefly untargetable and lunge at a marked target for heavy damage based on their missing health.,"Rek'Sai targets an enemy damaged by her in the last {{ preymarkduration }} seconds and then dives underground, becoming untargetable. Moments later, she leaps unstoppably at her target, dealing <physicalDamage>{{ rbasedamagecalc }} plus {{ percentmissinghealthdamage }}% missing Health physical damage</physicalDamage>.",3,100_90_80,0_0_0,-1,1500
526,Q,Shattering Strike,"Rell thrusts her lance to deal <magicDamage>magic damage</magicDamage> to units in a line, breaking their Shields.  The first unit hit additionally suffers <spellName>Break the Mold</spellName>'s defense steal. <br><br>If Rell is bound to an ally with <spellName>Attract and Repel</spellName>, they both recover health for each enemy champion hit by this spell.","Rell thrusts her lance, destroying all Shield and dealing <magicDamage>{{ damagesubsequent }} magic damage</magicDamage>. The first unit hit takes <magicDamage>{{ damage }} damage</magicDamage> instead and suffers <spellName>Break the Mold</spellName>'s defense steal. <br /><br />If Rell is bound to an ally with <spellName>Attract and Repel</spellName>, they both recover <healing>{{ flatheal }} plus {{ missinghealthheal*100 }}% missing Health</healing> for each enemy champion hit.",5,9_8_7_6_5,50_50_50_50_50,-1,700
